,SMILES,gap
835,CC1=CC(O)=CN1,0.229
836,CC1=CC(O)=CO1,0.2243
837,CC1=CNC(N)=C1,0.2383
838,CC1=CNC(O)=C1,0.2458
839,CC1=CNC(O)=N1,0.2542
840,CC1=COC(N)=C1,0.2261
841,CC1=COC(N)=N1,0.2377
842,CC1=COC(O)=N1,0.2473
843,CC1=NC(C)=CN1,0.2457
844,CC1=NC(C)=CO1,0.2414
845,CC1=NC(N)=CO1,0.2145
846,CC1=NC(O)=CN1,0.2263
847,CC1=NC(O)=CO1,0.2221
848,NC1=CC(N)=CN1,0.225
849,NC1=CC(N)=CO1,0.2213
850,NC1=CC(O)=CN1,0.2293
851,NC1=CC(O)=CO1,0.2232
852,NC1=CNC(O)=C1,0.2342
853,NC1=CNC(O)=N1,0.2361
854,NC1=COC(O)=N1,0.2299
855,NC1=NC(N)=CO1,0.2236
856,NC1=NC(O)=CN1,0.2281
857,NC1=NC(O)=CO1,0.2288
858,OC1=CC(O)=CN1,0.2362
859,OC1=NC(O)=CN1,0.2431
860,CC1=CC=C(C)N1,0.2342
861,CC1=CC=C(C)O1,0.2289
862,CC1=CC=C(N)N1,0.2317
863,CC1=CC=C(N)O1,0.2186
864,CC1=CC=C(O)N1,0.2364
865,CC1=CN=C(C)O1,0.2372
866,CC1=CN=C(N)O1,0.2315
867,CC1=CN=C(O)N1,0.2474
868,CC1=CN=C(O)O1,0.2425
869,CC1=NC=C(N)O1,0.2217
870,CC1=NC=C(O)N1,0.2404
871,NC1=CC=C(N)N1,0.2327
872,NC1=CC=C(N)O1,0.2189
873,NC1=CC=C(O)N1,0.2395
874,NC1=CC=C(O)O1,0.227
875,NC1=CN=C(N)O1,0.232
876,NC1=CN=C(O)N1,0.2464
877,NC1=CN=C(O)O1,0.2432
878,OC1=CC=C(O)N1,0.2363
879,OC1=CN=C(O)N1,0.2479
880,CC1=CNC(=N)O1,0.2224
881,CC1=CNC(=O)N1,0.2337
882,CC1=CNC(=O)O1,0.2397
883,CC1=COC(=N)N1,0.2243
884,CC1=COC(=N)O1,0.2382
885,CC1=COC(=O)N1,0.2418
886,CC1=COC(=O)O1,0.2538
887,NC1=CNC(=N)O1,0.2263
888,NC1=CNC(=O)N1,0.2338
889,NC1=CNC(=O)O1,0.2378
890,NC1=COC(=N)O1,0.2379
891,NC1=COC(=O)N1,0.2427
892,NC1=COC(=O)O1,0.2512
893,OC1=CNC(=N)O1,0.2344
894,OC1=CNC(=O)N1,0.2345
895,OC1=CNC(=O)O1,0.2489
896,OC1=COC(=N)N1,0.2297
897,OC1=COC(=N)O1,0.2538
898,OC1=COC(=O)O1,0.2605
899,CN1C=CC(C)=C1,0.2455
900,CN1C=CC(N)=C1,0.2244
901,CN1C=CC(O)=C1,0.2317
902,CN1C=NC(C)=C1,0.249
903,CN1C=NC(N)=C1,0.2207
904,CN1C=NC(O)=C1,0.229
905,N=C1C=COC=N1,0.2096
906,N=C1N=CNC=N1,0.1937
907,N=C1N=COC=N1,0.2159
908,O=C1C=CNC=C1,0.2043
909,O=C1C=CNC=N1,0.2039
910,O=C1C=COC=C1,0.1998
911,O=C1C=COC=N1,0.2076
912,O=C1N=COC=N1,0.2136
913,N=C1NC=NC=N1,0.1774
914,N=C1OC=CC=C1,0.167
915,N=C1OC=CC=N1,0.1678
916,N=C1OC=CN=C1,0.164
917,N=C1OC=NC=C1,0.1815
918,N=C1OC=NC=N1,0.1854
919,O=C1NC=CC=C1,0.1783
920,O=C1NC=CC=N1,0.1806
921,O=C1NC=CN=C1,0.1713
922,O=C1NC=NC=C1,0.1966
923,O=C1NC=NC=N1,0.1996
924,O=C1OC=CC=C1,0.1788
925,O=C1OC=CC=N1,0.1844
926,O=C1OC=CN=C1,0.1722
927,O=C1OC=NC=C1,0.1966
928,O=C1OC=NC=N1,0.2008
929,CC1=CC=CC=C1,0.2407
930,CC1=CC=NC=C1,0.2312
931,CC1=CN=CC=C1,0.2272
932,CC1=CN=CC=N1,0.1969
933,CC1=CN=CN=C1,0.2099
934,CC1=NC=CC=C1,0.2276
935,CC1=NC=CC=N1,0.2082
936,CC1=NC=CN=C1,0.1969
937,CC1=NC=NC=C1,0.2122
938,CC1=NC=NC=N1,0.2184
939,NC1=CC=CC=C1,0.2077
940,NC1=CN=CC=C1,0.1987
941,NC1=CN=CC=N1,0.1881
942,NC1=CN=CN=C1,0.1943
943,NC1=NC=CC=C1,0.2008
944,NC1=NC=CC=N1,0.1989
945,NC1=NC=CN=C1,0.1881
946,NC1=NC=NC=C1,0.218
947,NC1=NC=NC=N1,0.2191
948,OC1=CC=CC=C1,0.2201
949,OC1=CC=NC=C1,0.2417
950,OC1=CN=CC=C1,0.2118
951,OC1=CN=CC=N1,0.2013
952,OC1=CN=CN=C1,0.2084
953,OC1=NC=CC=C1,0.2133
954,OC1=NC=CC=N1,0.2146
955,OC1=NC=CN=C1,0.2013
956,OC1=NC=NC=C1,0.2284
957,OC1=NC=NC=N1,0.2238
958,CC1=C(C)C=CN1,0.2415
959,CC1=C(C)C=CO1,0.2348
960,CC1=C(C)N=CN1,0.2443
961,CC1=C(C)N=CO1,0.2382
962,CC1=C(N)C=CN1,0.2267
963,CC1=C(N)C=CO1,0.2175
964,CC1=C(N)N=CO1,0.2099
965,CC1=C(N)NC=C1,0.248
966,CC1=C(N)OC=C1,0.2209
967,CC1=C(N)OC=N1,0.2398
968,CC1=C(O)C=CN1,0.2278
969,CC1=C(O)C=CO1,0.2208
970,CC1=C(O)N=CN1,0.224
971,CC1=C(O)N=CO1,0.2168
972,CC1=C(O)NC=C1,0.2353
973,CC1=C(O)NC=N1,0.2407
974,NC1=C(N)C=CO1,0.2168
975,NC1=C(N)N=CO1,0.2186
976,NC1=C(O)C=CN1,0.2349
977,NC1=C(O)C=CO1,0.2153
978,NC1=C(O)N=CN1,0.2308
979,NC1=C(O)N=CO1,0.2146
980,NC1=C(O)NC=C1,0.2392
981,NC1=C(O)NC=N1,0.2385
982,NC1=C(O)OC=C1,0.2165
983,OC1=C(O)C=CN1,0.232
984,OC1=C(O)N=CN1,0.2198
985,CC1=CNC=C1C,0.2512
986,CC1=CNC=C1N,0.2329
987,CC1=CNC=C1O,0.2382
988,CC1=COC=C1C,0.243
989,CC1=COC=C1N,0.2272
990,NC1=CNC=C1N,0.2348
991,NC1=CNC=C1O,0.23
992,NC1=COC=C1N,0.2312
993,OC1=CNC=C1O,0.2395
994,CN1C=CC=C1C,0.2421
995,CN1C=CC=C1N,0.2363
996,CN1C=CC=C1O,0.24
997,CN1C=CN=C1C,0.2471
998,CN1C=CN=C1O,0.2485
999,CN1C=NC=C1C,0.2483
1000,CN1C=NC=C1O,0.2454
1001,CN1C=CNC1=O,0.2293
1002,CN1C=COC1=N,0.2172
1003,CN1C=COC1=O,0.2355
1004,C#CC1=CC=CN1,0.202
1005,C#CC1=CC=CO1,0.1969
1006,C#CC1=CN=CN1,0.208
1007,C#CC1=CN=CO1,0.203
1008,C#CC1=NC=CN1,0.2049
1009,C#CC1=NC=CO1,0.2013
1010,N#CC1=CC=CN1,0.2101
1011,N#CC1=CC=CO1,0.2057
1012,N#CC1=CN=CN1,0.2175
1013,N#CC1=CN=CO1,0.214
1014,N#CC1=NC=CN1,0.2111
1015,N#CC1=NC=CO1,0.208
1016,C#CC1=CNC=C1,0.2222
1017,C#CC1=CNC=N1,0.2231
1018,C#CC1=COC=C1,0.2173
1019,C#CC1=COC=N1,0.2184
1020,N#CC1=CNC=C1,0.2296
1021,N#CC1=CNC=N1,0.2339
1022,N#CC1=COC=C1,0.224
1023,N#CC1=COC=N1,0.2302
1024,O=CC1=CC=CN1,0.1863
1025,O=CC1=CC=CO1,0.1894
1026,O=CC1=CN=CN1,0.193
1027,O=CC1=CN=CO1,0.1937
1028,O=CC1=NC=CN1,0.1885
1029,O=CC1=NC=CO1,0.1897
1030,O=CC1=CNC=C1,0.1975
1031,O=CC1=CNC=N1,0.205
1032,O=CC1=COC=C1,0.1956
1033,O=CC1=COC=N1,0.2016
1034,O=CN1C=CC=C1,0.1934
1035,O=CN1C=CN=C1,0.1969
1036,CN=C1NC=CO1,0.2183
1037,CN=C1OC=CO1,0.2318
1038,CCC1=CC=CN1,0.2422
1039,CCC1=CC=CO1,0.2355
1040,CCC1=CN=CO1,0.2423
1041,CCC1=NC=CN1,0.2496
1042,CCC1=NC=CO1,0.2445
1043,CNC1=CC=CN1,0.2386
1044,CNC1=CC=CO1,0.2189
1045,CNC1=CN=CO1,0.2189
1046,CNC1=NC=CO1,0.2318
1047,COC1=CC=CN1,0.2411
1048,COC1=CC=CO1,0.23
1049,COC1=CN=CN1,0.2449
1050,COC1=CN=CO1,0.2326
1051,COC1=NC=CN1,0.2522
1052,COC1=NC=CO1,0.246
1053,NCC1=NC=CO1,0.2464
1054,OCC1=CC=CN1,0.236
1055,OCC1=CC=CO1,0.234
1056,OCC1=CN=CN1,0.2452
1057,OCC1=CN=CO1,0.2415
1058,OCC1=NC=CN1,0.2491
1059,OCC1=NC=CO1,0.2447
1060,CCC1=CNC=C1,0.2504
1061,CCC1=CNC=N1,0.2527
1062,CCC1=COC=C1,0.2423
1063,CCC1=COC=N1,0.2473
1064,CNC1=CNC=C1,0.2278
1065,CNC1=CNC=N1,0.2203
1066,CNC1=COC=C1,0.221
1067,CNC1=COC=N1,0.2122
1068,COC1=CNC=C1,0.2406
1069,COC1=CNC=N1,0.2277
1070,COC1=COC=C1,0.2342
1071,COC1=COC=N1,0.2194
1072,OCC1=CNC=C1,0.2476
1073,OCC1=CNC=N1,0.2532
1074,OCC1=COC=C1,0.2415
1075,OCC1=COC=N1,0.2461
1076,CCN1C=CC=C1,0.247
1077,CCN1C=CN=C1,0.2538
1078,C1CC2=CC=CN12,0.2518
1079,C1CC2=CN=CN12,0.2569
1080,C1CC2=NC=CN12,0.259
1081,CC#CC(C)(C)C,0.3086
1082,CC#CC(C)(C)O,0.2928
1083,CC(C)(C)CC#C,0.3107
1084,CC(C)(C)CC#N,0.3453
1085,CC(C)(O)CC#C,0.307
1086,CC(C)(O)CC#N,0.3105
1087,CC(C)(C)CC=O,0.2237
1088,CC(C)(C)NC=O,0.2781
1089,CC(C)(C)OC=O,0.2791
1090,CC(C)(O)CC=O,0.2242
1091,CC(C)(C)CCO,0.334
1092,CC(C)(O)CCO,0.3217
1093,CCCC(C)(C)C,0.3758
1094,CCCC(C)(C)O,0.3252
1095,CCOC(C)(C)C,0.3245
1096,COCC(C)(C)C,0.3298
1097,COCC(C)(C)O,0.3301
1098,CC(=O)C(C)(C)C,0.229
1099,CC(=O)C(C)(C)O,0.2301
1100,CC(C)(C)C(N)=O,0.2747
1101,CC(C)([NH3+])C([O-])=O,0.2713
1102,CC(C)(O)C(N)=O,0.2736
1103,CC(C)C(C)(C)C,0.3704
1104,CC(C)C(C)(C)O,0.3273
1105,CC(O)C(C)(C)C,0.327
1106,CC(O)C(C)(C)O,0.3261
1107,CC(=N)NC(C)=O,0.2331
1108,CC(=N)NC(N)=O,0.2548
1109,CC(=N)OC(C)=O,0.2681
1110,CC(=N)OC(N)=O,0.2646
1111,CC(=O)CC(C)=O,0.2068
1112,CC(=O)CC(N)=O,0.2142
1113,CC(=O)NC(C)=O,0.2232
1114,CC(=O)NC(N)=N,0.2272
1115,CC(=O)NC(N)=O,0.2427
1116,NC(=[NH2+])CC([O-])=O,0.2387
1117,NC(=O)CC(N)=O,0.2536
1118,NC(=O)NC(N)=O,0.2695
1119,CC(C)CC(C)=O,0.2337
1120,CC(C)CC(N)=O,0.2784
1121,CC(C)NC(C)=O,0.2786
1122,CC(C)NC(N)=O,0.301
1123,CC(C)OC(C)=O,0.2846
1124,CC(C)OC(N)=O,0.3242
1125,CC([NH3+])CC([O-])=O,0.2771
1126,CC(O)CC(C)=O,0.2299
1127,CC(O)CC(N)=O,0.2677
1128,C[NH+](C)CC([O-])=O,0.2646
1129,CC(C)CC(C)C,0.3784
1130,CC(C)CC(C)O,0.3329
1131,CC(C)OC(C)C,0.3224
1132,CC(O)CC(C)O,0.3271
1133,CC1(C)CC(=N)O1,0.2895
1134,CC1(C)CC(=O)C1,0.2215
1135,CC1(C)CC(=O)N1,0.2842
1136,CC1(C)CC(=O)O1,0.2846
1137,CC1(O)CC(=O)C1,0.2203
1138,CC1(C)CC(O)C1,0.3286
1139,CC1(O)CC(O)C1,0.3264
1140,CC1CC(C)(C)C1,0.36
1141,CC1CC(C)(C)O1,0.3219
1142,CC1CC(C)(O)C1,0.3259
1143,CN1CC(C)(O)C1,0.2757
1144,CC1(C)CC1(C)C,0.3318
1145,CC1(C)CC1(C)O,0.3194
1146,CC1(C)OC1(C)C,0.3359
1147,CC1(O)CC1(C)O,0.2909
1148,CC12CC(C)(C1)C2,0.3864
1149,CC12CC(C)(C1)O2,0.329
1150,CC12CC(O)(C1)C2,0.3379
1151,OC12CC(O)(C1)C2,0.3224
1152,CC(C)(C#C)C#C,0.2944
1153,CC(C)(C#C)C#N,0.2967
1154,CC(C)(C#N)C#N,0.327
1155,CC(N)(C#C)C#N,0.2797
1156,CC(N)(C#N)C#N,0.2785
1157,CC(O)(C#C)C#C,0.2789
1158,CC(O)(C#C)C#N,0.2864
1159,CC(O)(C#N)C#N,0.304
1160,CC(C)(C=O)C#C,0.2213
1161,CC(C)(C=O)C#N,0.2257
1162,CC(O)(C=O)C#C,0.2158
1163,CC(O)(C=O)C#N,0.2198
1164,CC(C)(C=O)C=O,0.2149
1165,CC(O)(C=O)C=O,0.1927
1166,CC(C)(CO)C#C,0.3127
1167,CC(C)(CO)C#N,0.3217
1168,CC(N)(CN)C#N,0.2824
1169,CC(N)(CO)C#N,0.2988
1170,CC(O)(CN)C#N,0.2957
1171,CC(O)(CO)C#C,0.2879
1172,CC(O)(CO)C#N,0.298
1173,CCC(C)(C)C#C,0.3192
1174,CCC(C)(C)C#N,0.3551
1175,CCC(C)(N)C#N,0.2918
1176,CCC(C)(O)C#C,0.3012
1177,CCC(C)(O)C#N,0.3172
1178,CNC(C)(C)C#N,0.2745
1179,COC(C)(C)C#C,0.2972
1180,COC(C)(C)C#N,0.3015
1181,CC(C)(CO)C=O,0.2251
1182,CC(O)(CO)C=O,0.2233
1183,CCC(C)(C)C=O,0.2283
1184,CCC(C)(O)C=O,0.226
1185,COC(C)(C)C=O,0.2262
1186,CC(C)(CO)CO,0.3272
1187,CC(O)(CO)CO,0.3115
1188,CCC(C)(C)CC,0.373
1189,CCC(C)(C)CO,0.3344
1190,CCC(C)(C)OC,0.3244
1191,CCC(C)(O)CC,0.324
1192,CCC(C)(O)CO,0.3155
1193,COC(C)(C)CO,0.3178
1194,CC#CCC(C)=O,0.2282
1195,CC#CCC(N)=O,0.269
1196,CC#CCC(C)C,0.3016
1197,CC#CCC(C)O,0.3044
1198,CC(=O)C#CC#C,0.1837
1199,CC(=O)C#CC#N,0.1856
1200,NC(=O)C#CC#C,0.1977
1201,NC(=O)C#CC#N,0.2009
1202,CC(=O)C#CC=O,0.1958
1203,NC(=O)C#CC=O,0.1956
1204,CC(=N)OCC#C,0.2923
1205,CC(=N)OCC#N,0.2855
1206,CC(=O)CCC#C,0.2312
1207,CC(=O)CCC#N,0.2356
1208,CC(=O)NCC#C,0.272
1209,CC(=O)NCC#N,0.2732
1210,CC(=O)OCC#C,0.2808
1211,CC(=O)OCC#N,0.2857
1212,NC(=O)CCC#C,0.2758
1213,NC(=O)CCC#N,0.2794
1214,NC(=O)NCC#C,0.289
1215,NC(=O)NCC#N,0.2877
1216,NC(=O)OCC#C,0.2957
1217,NC(=O)OCC#N,0.2974
1218,CC(=N)OCC=O,0.2296
1219,CC(=O)CCC=O,0.2285
1220,CC(=O)CNC=O,0.2192
1221,CC(=O)COC=N,0.221
1222,CC(=O)COC=O,0.2312
1223,CC(=O)NCC=O,0.2198
1224,CC(=O)OCC=O,0.229
1225,NC(=O)CCC=O,0.2305
1226,NC(=O)CNC=O,0.2592
1227,NC(=O)COC=N,0.2552
1228,NC(=O)COC=O,0.2649
1229,NC(=O)NCC=O,0.2221
1230,NC(=O)OCC=O,0.2283
1231,[O-]C(=O)CNC=[NH2+],0.2454
1232,CC(C)C#CC#C,0.2318
1233,CC(C)C#CC#N,0.247
1234,CC(O)C#CC#C,0.2248
1235,CC(O)C#CC#N,0.2394
1236,CC(C)C#CC=O,0.2048
1237,CC(O)C#CC=O,0.2047
1238,CC(C)CCC#C,0.3154
1239,CC(C)CCC#N,0.3517
1240,CC(C)NCC#N,0.2706
1241,CC(C)OCC#C,0.2881
1242,CC(C)OCC#N,0.2923
1243,CC(O)CCC#C,0.3134
1244,CC(O)CCC#N,0.3237
1245,CN(C)CCC#N,0.2654
1246,CC(C)CCC=O,0.2294
1247,CC(C)CNC=O,0.283
1248,CC(C)COC=O,0.2866
1249,CC(C)OCC=O,0.2285
1250,CC(O)CCC=O,0.23
1251,CC(O)CNC=O,0.2821
1252,CC(O)COC=N,0.2787
1253,CC(O)COC=O,0.2851
1254,CN=CNC(C)=O,0.2355
1255,CN=CNC(N)=O,0.2498
1256,CN=COC(C)=O,0.2435
1257,CN=COC(N)=O,0.2659
1258,NC=[NH+]CC([O-])=O,0.2444
1259,CN=COC(C)C,0.2738
1260,CC(=O)C#CCO,0.2092
1261,CCC#CC(C)=O,0.2084
1262,CCC#CC(N)=O,0.2344
1263,NC(=O)C#CCO,0.2366
1264,[NH3+]CC#CC([O-])=O,0.2238
1265,CC(C)C#CCO,0.277
1266,CC(O)C#CCO,0.2867
1267,CCC#CC(C)C,0.3002
1268,CCC#CC(C)O,0.2904
1269,COC=NC(C)C,0.2719
1270,CC(=N)OCCO,0.2984
1271,CC(=O)CCCO,0.2352
1272,CC(=O)NCCO,0.2783
1273,CC(=O)OCCO,0.2829
1274,CCCCC(C)=O,0.2344
1275,CCCCC(N)=O,0.2788
1276,CCCNC(C)=O,0.2781
1277,CCCNC(N)=O,0.3028
1278,CCCOC(C)=O,0.285
1279,CCCOC(N)=O,0.3235
1280,CC[NH2+]CC([O-])=O,0.2693
1281,CCOCC(C)=O,0.2346
1282,CCOCC(N)=O,0.2737
1283,C[NH2+]CCC([O-])=O,0.2763
1284,COCCC(C)=O,0.2348
1285,COCCC(N)=O,0.2795
1286,NC(=O)CCCO,0.2796
1287,NC(=O)NCCO,0.3013
1288,NC(=O)OCCO,0.3209
1289,[NH3+]CCCC([O-])=O,0.2737
1290,CC(C)CCCO,0.3422
1291,CC(C)OCCO,0.3337
1292,CC(O)CCCO,0.3304
1293,CCCCC(C)C,0.3858
1294,CCCCC(C)O,0.3349
1295,CCCOC(C)C,0.3336
1296,CCOCC(C)C,0.337
1297,CCOCC(C)O,0.3364
1298,COCCC(C)C,0.333
1299,COCCC(C)O,0.3199
1300,CC1(C)CCC1=O,0.2174
1301,CC1(C)CNC1=O,0.2823
1302,CC1(C)COC1=N,0.2932
1303,CC1(C)COC1=O,0.2816
1304,CC1(C)NCC1=O,0.2172
1305,CC1(C)OCC1=O,0.2235
1306,CC1(N)COC1=O,0.2671
1307,CC1(O)CCC1=O,0.2186
1308,CC1(O)CNC1=O,0.2684
1309,CC1(O)COC1=N,0.2864
1310,CC1(O)COC1=O,0.2634
1311,CC1(C)CCC1O,0.3296
1312,CC1(C)OCC1O,0.3065
1313,CC1(O)CCC1O,0.3266
1314,CC1CCC1(C)C,0.3577
1315,CC1CCC1(C)O,0.3273
1316,CC1COC1(C)C,0.3176
1317,CC1OCC1(C)C,0.3176
1318,CC1OCC1(C)O,0.309
1319,CC1(C)CC1C#C,0.2888
1320,CC1(C)CC1C#N,0.313
1321,CC1(C)NC1C#C,0.2793
1322,CC1(C)NC1C#N,0.2882
1323,CC1(C)OC1C#C,0.2794
1324,CC1(C)OC1C#N,0.2932
1325,CC1(O)CC1C#C,0.2898
1326,CC1(O)CC1C#N,0.3069
1327,CC1(C)CC1C=O,0.2275
1328,CC1(C)CN1C=O,0.2533
1329,CC1(C)NC1C=O,0.2198
1330,CC1(C)OC1C=O,0.2157
1331,CC1(O)CC1C=O,0.2265
1332,CC1(C)CC1CO,0.3355
1333,CC1(C)NC1CO,0.3147
1334,CC1(C)OC1CO,0.3399
1335,CC1(O)CC1CO,0.3217
1336,CCC1CC1(C)C,0.3443
1337,CCC1CC1(C)O,0.3244
1338,CCC1OC1(C)C,0.3458
1339,CCN1CC1(C)C,0.3063
1340,COC1CC1(C)C,0.3339
1341,COC1CC1(C)O,0.3153
1342,CC1(C)CC=CC1,0.2657
1343,CC1(C)CN=CO1,0.2729
1344,CC1(O)CC=CC1,0.2658
1345,CC1(C)CCC=C1,0.2651
1346,CC1(C)COC=N1,0.2727
1347,CC1(C)OCC=C1,0.2492
1348,CC1(O)CCC=C1,0.2665
1349,CC1(C)CCCC1,0.3689
1350,CC1(C)CCCO1,0.3168
1351,CC1(C)CCOC1,0.3184
1352,CC1(C)COCO1,0.3328
1353,CC1(C)OCCO1,0.3329
1354,CC1(O)CCCC1,0.3274
1355,CC1(O)CCOC1,0.3141
1356,CC1(C)C(O)C1O,0.2832
1357,CC1(O)C(O)C1O,0.2745
1358,CC1C(C)C1(C)C,0.3324
1359,CC1C(C)C1(C)O,0.3152
1360,CC1C(O)C1(C)C,0.3106
1361,CC1C(O)C1(C)O,0.3109
1362,CC1N(C)C1(C)C,0.2917
1363,O=C(CC#C)C#C,0.2029
1364,O=C(CC#C)C#N,0.1953
1365,O=C(CC#N)C#C,0.2104
1366,O=C(CC#N)C#N,0.2126
1367,O=CC(=O)CC#C,0.1533
1368,O=CC(=O)CC#N,0.1575
1369,N=C(NC=O)C#C,0.2037
1370,N=C(OC=O)C#C,0.2223
1371,N=C(OC=O)C#N,0.2188
1372,N=CNC(=N)C#N,0.1952
1373,N=CNC(=O)C#C,0.204
1374,N=COC(=O)C#C,0.2195
1375,N=COC(=O)C#N,0.2154
1376,O=CNC(=O)C#C,0.1986
1377,N=C(NC=O)C=O,0.1674
1378,N=C(OC=O)C=O,0.1802
1379,N=CNC(=N)C=O,0.1639
1380,N=CNC(=O)C=O,0.1621
1381,N=COC(=O)C=O,0.1748
1382,O=CNC(=O)C=O,0.1599
1383,CC#CC(=O)C#C,0.1883
1384,CC#CC(=O)C#N,0.1917
1385,CC#CC(=O)C=O,0.1504
1386,CC#CC(C)C#C,0.2883
1387,CC#CC(C)C#N,0.2873
1388,CC#CC(N)C#N,0.2661
1389,CC#CC(O)C#C,0.2678
1390,CC#CC(O)C#N,0.2697
1391,CC#CC(C)C=O,0.2172
1392,CC#CC(O)C=O,0.2133
1393,CC(CC#C)C#C,0.2983
1394,CC(CC#C)C#N,0.3019
1395,CC(CC#N)C#C,0.2994
1396,CC(CC#N)C#N,0.3346
1397,NC(CC#C)C#N,0.2865
1398,NC(CC#N)C#C,0.2727
1399,NC(CC#N)C#N,0.2767
1400,OC(CC#C)C#C,0.2843
1401,OC(CC#C)C#N,0.2835
1402,OC(CC#N)C#C,0.2949
1403,OC(CC#N)C#N,0.3095
1404,CC(CC#C)C=O,0.2243
1405,CC(CC#N)C=O,0.2308
1406,CN(CC#C)C=O,0.2703
1407,CN(CC#N)C=O,0.2699
1408,OC(CC#C)C=O,0.2247
1409,OC(CC#N)C=O,0.2347
1410,CC(CC=O)C#C,0.224
1411,CC(CC=O)C#N,0.2271
1412,CC(NC=O)C#C,0.274
1413,CC(NC=O)C#N,0.2762
1414,CC(OC=N)C#C,0.2826
1415,CC(OC=N)C#N,0.2832
1416,CC(OC=O)C#C,0.276
1417,CC(OC=O)C#N,0.2782
1418,OC(CC=O)C#C,0.221
1419,OC(CC=O)C#N,0.2293
1420,CC(CC=O)C=O,0.2133
1421,CC(NC=O)C=O,0.219
1422,CC(OC=N)C=O,0.2245
1423,CC(OC=O)C=O,0.2262
1424,CN(CC=O)C=O,0.2069
1425,OC(CC=O)C=O,0.2048
1426,CN=C(C)NC=O,0.2349
1427,CN=C(C)OC=O,0.2416
1428,CN=C(N)NC=O,0.2178
1429,CN=CN(C)C=O,0.236
1430,CC#CC(=O)CO,0.2095
1431,CCC(=O)C#CC,0.2094
1432,CNC(=O)C#CC,0.2354
1433,COC(=O)C#CC,0.2341
1434,CCC(=O)CC#C,0.2334
1435,CCC(=O)CC#N,0.2373
1436,CNC(=O)CC#C,0.2772
1437,CNC(=O)CC#N,0.2807
1438,COC(=O)CC#C,0.2776
1439,COC(=O)CC#N,0.2877
1440,OCC(=O)CC#C,0.2327
1441,OCC(=O)CC#N,0.2372
1442,CCC(=N)NC=O,0.2322
1443,CCC(=O)CC=O,0.2117
1444,CCC(=O)NC=N,0.2432
1445,CCC(=O)NC=O,0.2218
1446,CCC(=O)OC=N,0.2539
1447,CNC(=O)CC=O,0.2215
1448,CNC(=O)NC=N,0.2423
1449,CNC(=O)NC=O,0.2438
1450,CNC(=O)OC=N,0.2731
1451,COC(=N)NC=O,0.2493
1452,COC(=O)CC=O,0.2272
1453,COC(=O)NC=N,0.254
1454,COC(=O)NC=O,0.2458
1455,NCC(=O)NC=O,0.2135
1456,NCC(=O)OC=N,0.2313
1457,OCC(=N)NC=O,0.2336
1458,OCC(=O)CC=O,0.2114
1459,OCC(=O)NC=N,0.2296
1460,OCC(=O)NC=O,0.2225
1461,OCC(=O)OC=N,0.255
1462,CC#CC(C)CO,0.304
1463,CC#CC(O)CO,0.2787
1464,CCC(C)C#CC,0.3035
1465,CCC(O)C#CC,0.2892
1466,COC(C)C#CC,0.2889
1467,CC(CO)CC#C,0.3128
1468,CC(CO)CC#N,0.3158
1469,CCC(C)CC#C,0.3136
1470,CCC(C)CC#N,0.3493
1471,CCC(O)CC#C,0.3039
1472,CCC(O)CC#N,0.3159
1473,CCN(C)CC#N,0.2589
1474,COC(C)CC#C,0.3077
1475,COC(C)CC#N,0.305
1476,OCC(O)CC#C,0.3009
1477,OCC(O)CC#N,0.3064
1478,CC(CO)CC=O,0.2295
1479,CC(CO)NC=O,0.2821
1480,CC(CO)OC=N,0.2822
1481,CC(CO)OC=O,0.2808
1482,CCC(C)CC=O,0.2282
1483,CCC(C)NC=O,0.2828
1484,CCC(C)OC=O,0.285
1485,CCC(O)CC=O,0.223
1486,COC(C)CC=O,0.2235
1487,OCC(O)CC=O,0.2288
1488,CCN=C(N)C#N,0.219
1489,CCN=C(N)C=O,0.1841
1490,CCCC(=O)C#C,0.2082
1491,CCCC(=O)C#N,0.2113
1492,CCNC(=N)C#N,0.2115
1493,CCNC(=O)C#C,0.2328
1494,CCOC(=N)C#C,0.2386
1495,CCOC(=N)C#N,0.2424
1496,CCOC(=O)C#C,0.2379
1497,CCOC(=O)C#N,0.2473
1498,CNCC(=O)C#N,0.1552
1499,COCC(=O)C#C,0.2083
1500,COCC(=O)C#N,0.1998
1501,OCCC(=O)C#C,0.2086
1502,OCCC(=O)C#N,0.1989
1503,CCCC(=O)C=O,0.1567
1504,CCNC(=N)C=O,0.1702
1505,CCNC(=O)C=O,0.1753
1506,CCOC(=N)C=O,0.1939
1507,CCOC(=O)C=O,0.1809
1508,COCC(=O)C=O,0.1563
1509,OCCC(=O)C=O,0.1565
1510,CCC(=O)CCO,0.2353
1511,CCC(=O)COC,0.235
1512,CCCC(=O)CC,0.2349
1513,CCCC(=O)CO,0.2349
1514,CCCC(=O)NC,0.2794
1515,CCCC(=O)OC,0.2869
1516,CCNC(=O)CC,0.278
1517,CCNC(=O)CO,0.2715
1518,CCNC(=O)NC,0.3042
1519,CCNC(=O)OC,0.3125
1520,CCOC(=N)CC,0.2956
1521,CCOC(=N)CO,0.297
1522,CCOC(=N)OC,0.3171
1523,CCOC(=O)CC,0.2862
1524,CCOC(=O)CN,0.2621
1525,CCOC(=O)CO,0.2869
1526,CCOC(=O)NC,0.3158
1527,CNC(=O)CCO,0.2795
